0,1,2,3,4,5,6,
0,5,6,10,12,15,16,
0,6,7,10,12,15,16,
0,6,8,10,12,15,16,
0,2,3,4,5,6,17,
0,2,3,4,6,7,17,
0,2,3,4,6,8,17,
0,2,3,5,6,9,17,
0,2,3,6,7,9,17,
0,2,3,6,8,9,17,
0,2,3,5,6,10,17,
0,2,3,6,7,10,17,
0,2,3,6,8,10,17,
0,2,4,5,6,11,17,
0,2,4,6,7,11,17,
0,2,4,8,11,17,18,
0,2,5,6,9,11,17,
0,2,6,7,9,11,17,
0,2,8,9,11,17,18,
0,2,5,6,10,11,17,
0,2,7,10,11,17,18,
0,2,8,10,11,17,18,
0,2,4,5,6,12,17,
0,2,4,6,7,12,17,
0,2,4,6,8,12,17,
0,2,5,6,9,12,17,
0,2,6,7,9,12,17,
0,2,8,9,12,17,18,
0,2,5,6,10,12,17,
0,2,7,10,12,17,18,
0,2,8,10,12,17,18,
0,3,4,5,6,13,17,
0,3,4,6,7,13,17,
0,3,4,6,8,13,17,
0,3,5,6,9,13,17,
0,3,6,7,9,13,17,
0,3,6,8,9,13,17,
0,3,5,6,10,13,17,
0,3,6,7,10,13,17,
0,3,6,8,10,13,17,
0,4,5,6,11,13,17,
0,4,6,7,11,13,17,
0,4,8,11,13,17,18,
0,5,6,9,11,13,17,
0,6,7,9,11,13,17,
0,8,9,11,13,17,18,
0,5,6,10,11,13,17,
0,7,10,11,13,17,18,
0,8,10,11,13,17,18,
0,4,5,6,12,13,17,
0,4,6,7,12,13,17,
0,4,8,12,13,17,18,
0,5,6,9,12,13,17,
0,7,9,12,13,17,18,
0,8,9,12,13,17,18,
0,5,6,10,12,13,17,
0,7,10,12,13,17,18,
0,8,10,12,13,17,18,
0,3,4,5,6,14,17,
0,3,4,6,7,14,17,
0,3,4,6,8,14,17,
0,3,5,6,9,14,17,
0,3,6,7,9,14,17,
0,3,6,8,9,14,17,
0,3,5,6,10,14,17,
0,3,6,7,10,14,17,
0,3,6,8,10,14,17,
0,4,5,6,11,14,17,
0,4,6,7,11,14,17,
0,4,8,11,14,17,18,
0,5,6,9,11,14,17,
0,7,9,11,14,17,18,
0,8,9,11,14,17,18,
0,5,6,10,11,14,17,
0,7,10,11,14,17,18,
0,8,10,11,14,17,18,
0,4,5,6,12,14,17,
0,4,6,7,12,14,17,
0,4,8,12,14,17,18,
0,5,6,9,12,14,17,
0,7,9,12,14,17,18,
0,8,9,12,14,17,18,
0,5,6,10,12,14,17,
0,7,10,12,14,17,18,
0,8,10,12,14,17,18,
0,3,4,5,6,15,17,
0,3,4,6,7,15,17,
0,3,4,6,8,15,17,
0,3,5,6,9,15,17,
0,3,6,7,9,15,17,
0,3,6,8,9,15,17,
0,3,5,6,10,15,17,
0,3,6,7,10,15,17,
0,3,6,8,10,15,17,
0,4,5,6,11,15,17,
0,4,6,7,11,15,17,
0,4,8,11,15,17,18,
0,5,6,9,11,15,17,
0,7,9,11,15,17,18,
0,8,9,11,15,17,18,
0,5,6,10,11,15,17,
0,7,10,11,15,17,18,
0,8,10,11,15,17,18,
0,4,5,6,12,15,17,
0,4,6,7,12,15,17,
0,4,8,12,15,17,18,
0,5,6,9,12,15,17,
0,7,9,12,15,17,18,
0,8,9,12,15,17,18,
0,5,6,10,12,15,17,
0,7,10,12,15,17,18,
0,8,10,12,15,17,18,
0,2,3,4,5,6,19,
0,2,3,4,6,7,19,
0,2,3,4,6,8,19,
0,2,3,5,6,9,19,
0,2,3,6,7,9,19,
0,2,3,6,8,9,19,
0,2,3,5,6,10,19,
0,2,3,6,7,10,19,
0,2,3,6,8,10,19,
0,2,4,5,6,11,19,
0,2,4,6,7,11,19,
0,2,4,8,11,18,19,
0,2,5,6,9,11,19,
0,2,6,7,9,11,19,
0,2,8,9,11,18,19,
0,2,5,6,10,11,19,
0,2,7,10,11,18,19,
0,2,8,10,11,18,19,
0,2,4,5,6,12,19,
0,2,4,6,7,12,19,
0,2,4,6,8,12,19,
0,2,5,6,9,12,19,
0,2,6,7,9,12,19,
0,2,8,9,12,18,19,
0,2,5,6,10,12,19,
0,2,7,10,12,18,19,
0,2,8,10,12,18,19,
0,3,4,5,6,13,19,
0,3,4,6,7,13,19,
0,3,4,6,8,13,19,
0,3,5,6,9,13,19,
0,3,6,7,9,13,19,
0,3,6,8,9,13,19,
0,3,5,6,10,13,19,
0,3,6,7,10,13,19,
0,3,6,8,10,13,19,
0,4,5,6,11,13,19,
0,4,6,7,11,13,19,
0,4,8,11,13,18,19,
0,5,6,9,11,13,19,
0,6,7,9,11,13,19,
0,8,9,11,13,18,19,
0,5,6,10,11,13,19,
0,7,10,11,13,18,19,
0,8,10,11,13,18,19,
0,4,5,6,12,13,19,
0,4,6,7,12,13,19,
0,4,8,12,13,18,19,
0,5,6,9,12,13,19,
0,7,9,12,13,18,19,
0,8,9,12,13,18,19,
0,5,6,10,12,13,19,
0,7,10,12,13,18,19,
0,8,10,12,13,18,19,
0,3,4,5,6,14,19,
0,3,4,6,7,14,19,
0,3,4,6,8,14,19,
0,3,5,6,9,14,19,
0,3,6,7,9,14,19,
0,3,6,8,9,14,19,
0,3,5,6,10,14,19,
0,3,6,7,10,14,19,
0,3,6,8,10,14,19,
0,4,5,6,11,14,19,
0,4,6,7,11,14,19,
0,4,8,11,14,18,19,
0,5,6,9,11,14,19,
0,7,9,11,14,18,19,
0,8,9,11,14,18,19,
0,5,6,10,11,14,19,
0,7,10,11,14,18,19,
0,8,10,11,14,18,19,
0,4,5,6,12,14,19,
0,4,6,7,12,14,19,
0,4,8,12,14,18,19,
0,5,6,9,12,14,19,
0,7,9,12,14,18,19,
0,8,9,12,14,18,19,
0,5,6,10,12,14,19,
0,7,10,12,14,18,19,
0,8,10,12,14,18,19,
0,3,4,5,6,15,19,
0,3,4,6,7,15,19,
0,3,4,6,8,15,19,
0,3,5,6,9,15,19,
0,3,6,7,9,15,19,
0,3,6,8,9,15,19,
0,3,5,6,10,15,19,
0,3,6,7,10,15,19,
0,3,6,8,10,15,19,
0,4,5,6,11,15,19,
0,4,6,7,11,15,19,
0,4,8,11,15,18,19,
0,5,6,9,11,15,19,
0,7,9,11,15,18,19,
0,8,9,11,15,18,19,
0,5,6,10,11,15,19,
0,7,10,11,15,18,19,
0,8,10,11,15,18,19,
0,4,5,6,12,15,19,
0,4,6,7,12,15,19,
0,4,8,12,15,18,19,
0,5,6,9,12,15,19,
0,7,9,12,15,18,19,
0,8,9,12,15,18,19,
0,5,6,10,12,15,19,
0,7,10,12,15,18,19,
0,8,10,12,15,18,19,
1,2,3,4,5,6,20,
1,2,3,4,6,7,20,
1,2,3,4,6,8,20,
1,2,3,5,6,9,20,
1,2,3,6,7,9,20,
1,2,3,6,8,9,20,
1,2,3,5,6,10,20,
1,2,3,6,7,10,20,
1,2,3,6,8,10,20,
1,2,4,5,6,11,20,
1,2,4,6,7,11,20,
1,2,4,6,8,11,20,
1,2,5,6,9,11,20,
1,2,6,7,9,11,20,
1,2,6,8,9,11,20,
1,2,5,6,10,11,20,
1,2,6,7,10,11,20,
1,2,6,8,10,11,20,
1,2,4,5,6,12,20,
1,2,4,6,7,12,20,
1,2,4,6,8,12,20,
1,2,5,6,9,12,20,
1,2,6,7,9,12,20,
1,2,6,8,9,12,20,
1,2,5,6,10,12,20,
1,2,6,7,10,12,20,
1,2,6,8,10,12,20,
1,3,4,5,6,13,20,
1,3,4,6,7,13,20,
1,3,4,6,8,13,20,
1,3,5,6,9,13,20,
1,3,6,7,9,13,20,
1,3,6,8,9,13,20,
1,3,5,6,10,13,20,
1,3,6,7,10,13,20,
1,3,6,8,10,13,20,
1,4,5,6,11,13,20,
1,4,6,7,11,13,20,
1,4,6,8,11,13,20,
1,5,6,9,11,13,20,
1,6,7,9,11,13,20,
1,6,8,9,11,13,20,
1,5,6,10,11,13,20,
1,6,7,10,11,13,20,
1,6,8,10,11,13,20,
1,4,5,6,12,13,20,
1,4,6,7,12,13,20,
1,4,6,8,12,13,20,
1,5,6,9,12,13,20,
1,6,7,9,12,13,20,
1,6,8,9,12,13,20,
1,5,6,10,12,13,20,
1,6,7,10,12,13,20,
1,6,8,10,12,13,20,
1,3,4,5,6,14,20,
1,3,4,6,7,14,20,
1,3,4,6,8,14,20,
1,3,5,6,9,14,20,
1,3,6,7,9,14,20,
1,3,6,8,9,14,20,
1,3,5,6,10,14,20,
1,3,6,7,10,14,20,
1,3,6,8,10,14,20,
1,4,5,6,11,14,20,
1,4,6,7,11,14,20,
1,4,6,8,11,14,20,
1,5,6,9,11,14,20,
1,6,7,9,11,14,20,
1,6,8,9,11,14,20,
1,5,6,10,11,14,20,
1,6,7,10,11,14,20,
1,6,8,10,11,14,20,
1,4,5,6,12,14,20,
1,4,6,7,12,14,20,
1,4,6,8,12,14,20,
1,5,6,9,12,14,20,
1,6,7,9,12,14,20,
1,6,8,9,12,14,20,
1,5,6,10,12,14,20,
1,6,7,10,12,14,20,
1,6,8,10,12,14,20,
1,3,4,5,6,15,20,
1,3,4,6,7,15,20,
1,3,4,6,8,15,20,
1,3,5,6,9,15,20,
1,3,6,7,9,15,20,
1,3,6,8,9,15,20,
1,3,5,6,10,15,20,
1,3,6,7,10,15,20,
1,3,6,8,10,15,20,
1,4,5,6,11,15,20,
1,4,6,7,11,15,20,
1,4,6,8,11,15,20,
1,5,6,9,11,15,20,
1,6,7,9,11,15,20,
1,6,8,9,11,15,20,
1,5,6,10,11,15,20,
1,6,7,10,11,15,20,
1,6,8,10,11,15,20,
1,4,5,6,12,15,20,
1,4,6,7,12,15,20,
1,4,6,8,12,15,20,
1,5,6,9,12,15,20,
1,6,7,9,12,15,20,
1,6,8,9,12,15,20,
1,5,6,10,12,15,20,
1,6,7,10,12,15,20,
1,6,8,10,12,15,20,
2,3,4,5,6,16,20,
2,3,4,6,7,16,20,
2,3,4,6,8,16,20,
2,3,5,6,9,16,20,
2,3,6,7,9,16,20,
2,3,6,8,9,16,20,
2,3,5,6,10,16,20,
2,3,6,7,10,16,20,
2,3,6,8,10,16,20,
2,4,5,6,11,16,20,
2,4,6,7,11,16,20,
2,4,8,11,16,18,20,
2,5,6,9,11,16,20,
2,6,7,9,11,16,20,
2,8,9,11,16,18,20,
2,5,6,10,11,16,20,
2,7,10,11,16,18,20,
2,8,10,11,16,18,20,
2,4,5,6,12,16,20,
2,4,6,7,12,16,20,
2,4,6,8,12,16,20,
2,5,6,9,12,16,20,
2,6,7,9,12,16,20,
2,8,9,12,16,18,20,
2,5,6,10,12,16,20,
2,7,10,12,16,18,20,
2,8,10,12,16,18,20,
3,4,5,6,13,16,20,
3,4,6,7,13,16,20,
3,4,6,8,13,16,20,
3,5,6,9,13,16,20,
3,6,7,9,13,16,20,
3,6,8,9,13,16,20,
3,5,6,10,13,16,20,
3,6,7,10,13,16,20,
3,6,8,10,13,16,20,
4,5,6,11,13,16,20,
4,6,7,11,13,16,20,
4,8,11,13,16,18,20,
5,6,9,11,13,16,20,
6,7,9,11,13,16,20,
8,9,11,13,16,18,20,
5,6,10,11,13,16,20,
7,10,11,13,16,18,20,
8,10,11,13,16,18,20,
4,5,6,12,13,16,20,
4,6,7,12,13,16,20,
4,8,12,13,16,18,20,
5,6,9,12,13,16,20,
7,9,12,13,16,18,20,
8,9,12,13,16,18,20,
5,6,10,12,13,16,20,
7,10,12,13,16,18,20,
8,10,12,13,16,18,20,
3,4,5,6,14,16,20,
3,4,6,7,14,16,20,
3,4,6,8,14,16,20,
3,5,6,9,14,16,20,
3,6,7,9,14,16,20,
3,6,8,9,14,16,20,
3,5,6,10,14,16,20,
3,6,7,10,14,16,20,
3,6,8,10,14,16,20,
4,5,6,11,14,16,20,
4,6,7,11,14,16,20,
4,8,11,14,16,18,20,
5,6,9,11,14,16,20,
7,9,11,14,16,18,20,
8,9,11,14,16,18,20,
5,6,10,11,14,16,20,
7,10,11,14,16,18,20,
8,10,11,14,16,18,20,
4,5,6,12,14,16,20,
4,6,7,12,14,16,20,
4,8,12,14,16,18,20,
5,6,9,12,14,16,20,
7,9,12,14,16,18,20,
8,9,12,14,16,18,20,
5,6,10,12,14,16,20,
7,10,12,14,16,18,20,
8,10,12,14,16,18,20,
3,4,5,6,15,16,20,
3,4,6,7,15,16,20,
3,4,6,8,15,16,20,
3,5,6,9,15,16,20,
3,6,7,9,15,16,20,
3,6,8,9,15,16,20,
3,5,6,10,15,16,20,
3,6,7,10,15,16,20,
3,6,8,10,15,16,20,
4,5,6,11,15,16,20,
4,6,7,11,15,16,20,
4,8,11,15,16,18,20,
5,6,9,11,15,16,20,
7,9,11,15,16,18,20,
8,9,11,15,16,18,20,
5,6,10,11,15,16,20,
7,10,11,15,16,18,20,
8,10,11,15,16,18,20,
4,5,6,12,15,16,20,
4,6,7,12,15,16,20,
4,8,12,15,16,18,20,
5,6,9,12,15,16,20,
7,9,12,15,16,18,20,
8,9,12,15,16,18,20,
5,6,10,12,15,16,20,
7,10,12,15,16,18,20,
8,10,12,15,16,18,20,
2,3,4,5,6,17,20,
2,3,4,6,7,17,20,
2,3,4,6,8,17,20,
2,3,5,6,9,17,20,
2,3,6,7,9,17,20,
2,3,6,8,9,17,20,
2,3,5,6,10,17,20,
2,3,6,7,10,17,20,
2,3,6,8,10,17,20,
2,4,5,6,11,17,20,
2,4,6,7,11,17,20,
2,4,8,11,17,18,20,
2,5,6,9,11,17,20,
2,6,7,9,11,17,20,
2,8,9,11,17,18,20,
2,5,6,10,11,17,20,
2,7,10,11,17,18,20,
2,8,10,11,17,18,20,
2,4,5,6,12,17,20,
2,4,6,7,12,17,20,
2,4,6,8,12,17,20,
2,5,6,9,12,17,20,
2,6,7,9,12,17,20,
2,8,9,12,17,18,20,
2,5,6,10,12,17,20,
2,7,10,12,17,18,20,
2,8,10,12,17,18,20,
3,4,5,6,13,17,20,
3,4,6,7,13,17,20,
3,4,6,8,13,17,20,
3,5,6,9,13,17,20,
3,6,7,9,13,17,20,
3,6,8,9,13,17,20,
3,5,6,10,13,17,20,
3,6,7,10,13,17,20,
3,6,8,10,13,17,20,
4,5,6,11,13,17,20,
4,6,7,11,13,17,20,
4,8,11,13,17,18,20,
5,6,9,11,13,17,20,
6,7,9,11,13,17,20,
8,9,11,13,17,18,20,
5,6,10,11,13,17,20,
7,10,11,13,17,18,20,
8,10,11,13,17,18,20,
4,5,6,12,13,17,20,
4,6,7,12,13,17,20,
4,8,12,13,17,18,20,
5,6,9,12,13,17,20,
7,9,12,13,17,18,20,
8,9,12,13,17,18,20,
5,6,10,12,13,17,20,
7,10,12,13,17,18,20,
8,10,12,13,17,18,20,
3,4,5,6,14,17,20,
3,4,6,7,14,17,20,
3,4,6,8,14,17,20,
3,5,6,9,14,17,20,
3,6,7,9,14,17,20,
3,6,8,9,14,17,20,
3,5,6,10,14,17,20,
3,6,7,10,14,17,20,
3,6,8,10,14,17,20,
4,5,6,11,14,17,20,
4,6,7,11,14,17,20,
4,8,11,14,17,18,20,
5,6,9,11,14,17,20,
7,9,11,14,17,18,20,
8,9,11,14,17,18,20,
5,6,10,11,14,17,20,
7,10,11,14,17,18,20,
8,10,11,14,17,18,20,
4,5,6,12,14,17,20,
4,6,7,12,14,17,20,
4,8,12,14,17,18,20,
5,6,9,12,14,17,20,
7,9,12,14,17,18,20,
8,9,12,14,17,18,20,
5,6,10,12,14,17,20,
7,10,12,14,17,18,20,
8,10,12,14,17,18,20,
3,4,5,6,15,17,20,
3,4,6,7,15,17,20,
3,4,6,8,15,17,20,
3,5,6,9,15,17,20,
3,6,7,9,15,17,20,
3,6,8,9,15,17,20,
3,5,6,10,15,17,20,
3,6,7,10,15,17,20,
3,6,8,10,15,17,20,
4,5,6,11,15,17,20,
4,6,7,11,15,17,20,
4,8,11,15,17,18,20,
5,6,9,11,15,17,20,
7,9,11,15,17,18,20,
8,9,11,15,17,18,20,
5,6,10,11,15,17,20,
7,10,11,15,17,18,20,
8,10,11,15,17,18,20,
4,5,6,12,15,17,20,
4,6,7,12,15,17,20,
4,8,12,15,17,18,20,
5,6,9,12,15,17,20,
7,9,12,15,17,18,20,
8,9,12,15,17,18,20,
5,6,10,12,15,17,20,
7,10,12,15,17,18,20,
8,10,12,15,17,18,20,
2,3,4,5,6,19,20,
2,3,4,6,7,19,20,
2,3,4,6,8,19,20,
2,3,5,6,9,19,20,
2,3,6,7,9,19,20,
2,3,6,8,9,19,20,
2,3,5,6,10,19,20,
2,3,6,7,10,19,20,
2,3,6,8,10,19,20,
2,4,5,6,11,19,20,
2,4,6,7,11,19,20,
2,4,8,11,18,19,20,
2,5,6,9,11,19,20,
2,6,7,9,11,19,20,
2,8,9,11,18,19,20,
2,5,6,10,11,19,20,
2,7,10,11,18,19,20,
2,8,10,11,18,19,20,
2,4,5,6,12,19,20,
2,4,6,7,12,19,20,
2,4,6,8,12,19,20,
2,5,6,9,12,19,20,
2,6,7,9,12,19,20,
2,8,9,12,18,19,20,
2,5,6,10,12,19,20,
2,7,10,12,18,19,20,
2,8,10,12,18,19,20,
3,4,5,6,13,19,20,
3,4,6,7,13,19,20,
3,4,6,8,13,19,20,
3,5,6,9,13,19,20,
3,6,7,9,13,19,20,
3,6,8,9,13,19,20,
3,5,6,10,13,19,20,
3,6,7,10,13,19,20,
3,6,8,10,13,19,20,
4,5,6,11,13,19,20,
4,6,7,11,13,19,20,
4,8,11,13,18,19,20,
5,6,9,11,13,19,20,
6,7,9,11,13,19,20,
8,9,11,13,18,19,20,
5,6,10,11,13,19,20,
7,10,11,13,18,19,20,
8,10,11,13,18,19,20,
4,5,6,12,13,19,20,
4,6,7,12,13,19,20,
4,8,12,13,18,19,20,
5,6,9,12,13,19,20,
7,9,12,13,18,19,20,
8,9,12,13,18,19,20,
5,6,10,12,13,19,20,
7,10,12,13,18,19,20,
8,10,12,13,18,19,20,
3,4,5,6,14,19,20,
3,4,6,7,14,19,20,
3,4,6,8,14,19,20,
3,5,6,9,14,19,20,
3,6,7,9,14,19,20,
3,6,8,9,14,19,20,
3,5,6,10,14,19,20,
3,6,7,10,14,19,20,
3,6,8,10,14,19,20,
4,5,6,11,14,19,20,
4,6,7,11,14,19,20,
4,8,11,14,18,19,20,
5,6,9,11,14,19,20,
7,9,11,14,18,19,20,
8,9,11,14,18,19,20,
5,6,10,11,14,19,20,
7,10,11,14,18,19,20,
8,10,11,14,18,19,20,
4,5,6,12,14,19,20,
4,6,7,12,14,19,20,
4,8,12,14,18,19,20,
5,6,9,12,14,19,20,
7,9,12,14,18,19,20,
8,9,12,14,18,19,20,
5,6,10,12,14,19,20,
7,10,12,14,18,19,20,
8,10,12,14,18,19,20,
3,4,5,6,15,19,20,
3,4,6,7,15,19,20,
3,4,6,8,15,19,20,
3,5,6,9,15,19,20,
3,6,7,9,15,19,20,
3,6,8,9,15,19,20,
3,5,6,10,15,19,20,
3,6,7,10,15,19,20,
3,6,8,10,15,19,20,
4,5,6,11,15,19,20,
4,6,7,11,15,19,20,
4,8,11,15,18,19,20,
5,6,9,11,15,19,20,
7,9,11,15,18,19,20,
8,9,11,15,18,19,20,
5,6,10,11,15,19,20,
7,10,11,15,18,19,20,
8,10,11,15,18,19,20,
4,5,6,12,15,19,20,
4,6,7,12,15,19,20,
4,8,12,15,18,19,20,
5,6,9,12,15,19,20,
7,9,12,15,18,19,20,
8,9,12,15,18,19,20,
5,6,10,12,15,19,20,
7,10,12,15,18,19,20,
8,10,12,15,18,19,20,
1,2,3,4,5,6,21,
1,2,3,4,6,7,21,
1,2,3,4,6,8,21,
1,2,3,5,6,9,21,
1,2,3,6,7,9,21,
1,2,3,6,8,9,21,
1,2,3,5,6,10,21,
1,2,3,6,7,10,21,
1,2,3,6,8,10,21,
1,2,4,5,6,11,21,
1,2,4,6,7,11,21,
1,2,4,8,11,18,21,
1,2,5,6,9,11,21,
1,2,6,7,9,11,21,
1,2,8,9,11,18,21,
1,2,5,6,10,11,21,
1,2,7,10,11,18,21,
1,2,8,10,11,18,21,
1,2,4,5,6,12,21,
1,2,4,6,7,12,21,
1,2,4,6,8,12,21,
1,2,5,6,9,12,21,
1,2,6,7,9,12,21,
1,2,8,9,12,18,21,
1,2,5,6,10,12,21,
1,2,7,10,12,18,21,
1,2,8,10,12,18,21,
1,3,4,5,6,13,21,
1,3,4,6,7,13,21,
1,3,4,6,8,13,21,
1,3,5,6,9,13,21,
1,3,6,7,9,13,21,
1,3,6,8,9,13,21,
1,3,5,6,10,13,21,
1,3,6,7,10,13,21,
1,3,6,8,10,13,21,
1,4,5,6,11,13,21,
1,4,6,7,11,13,21,
1,4,8,11,13,18,21,
1,5,6,9,11,13,21,
1,6,7,9,11,13,21,
1,8,9,11,13,18,21,
1,5,6,10,11,13,21,
1,7,10,11,13,18,21,
1,8,10,11,13,18,21,
1,4,5,6,12,13,21,
1,4,6,7,12,13,21,
1,4,8,12,13,18,21,
1,5,6,9,12,13,21,
1,7,9,12,13,18,21,
1,8,9,12,13,18,21,
1,5,6,10,12,13,21,
1,7,10,12,13,18,21,
1,8,10,12,13,18,21,
1,3,4,5,6,14,21,
1,3,4,6,7,14,21,
1,3,4,6,8,14,21,
1,3,5,6,9,14,21,
1,3,6,7,9,14,21,
1,3,6,8,9,14,21,
1,3,5,6,10,14,21,
1,3,6,7,10,14,21,
1,3,6,8,10,14,21,
1,4,5,6,11,14,21,
1,4,6,7,11,14,21,
1,4,8,11,14,18,21,
1,5,6,9,11,14,21,
1,7,9,11,14,18,21,
